0.2,7.9353,0.56217,0,-4.76,0.04,0
3.2,8.0849,0.081963,0,-4.76,-0.08,1
6.2,7.7733,0.42075,0,-4.64,-0.12,0
9.2,7.8213,0.55968,0,-4.88,0.04,0
12.2,7.8213,0.55968,0,-4.88,-0.04,0
15.2,7.8213,0.55968,0,-5.12,-0.12,0
18.2,7.8213,0.55968,0,-5.12,-0.16,1
21.2,7.8213,0.55968,0,-5.48,-0.16,0
24.2,7.8213,0.55968,0,-5.72,-0.16,0
27.2,7.8213,0.55968,0,-5.6,-0.16,1
30.2,7.8213,0.55968,0,-5.6,-0.16,1
33.2,7.8213,0.55968,0,-5.6,-0.16,1
36.2,7.8213,0.55968,0,-5.6,-0.16,0
39.2,7.8213,0.55968,0,-5.6,-0.16,1
42.2,7.8213,0.55968,0,-5.6,-0.16,1
45.2,7.8213,0.55968,0,-5.48,-0.04,1
48.2,7.8213,0.55968,0,-5.48,-0.04,1
51.2,7.8213,0.55968,0,-5.48,-0.04,1
54.2,7.8213,0.55968,0,-5.56,-0.04,1
57.2,7.8213,0.55968,0,-5.4,-0.04,1
60.2,7.8213,0.55968,0,-5.52,-0.04,1
63.2,7.8213,0.55968,0,-5.52,-0.04,0
66.2,7.8213,0.55968,0,-5.52,-0.04,1
69.2,7.8213,0.55968,0,-5.52,-0.04,0
72.2,7.8213,0.55968,0,-5.52,-0.04,1
75.2,7.8213,0.55968,0,-5.64,-0.12,1
78.2,7.8213,0.55968,0,-5.64,-0.04,1
81.2,8.8029,0.95959,0,-5.64,-0.16,1
84.2,12.971,2.3182,0,-6.44,-0.16,1
87.2,12.971,2.3182,0,-6.44,-0.16,1
90.2,12.971,2.3182,0,-6.44,-0.16,1
93.2,12.971,2.3182,0,-6.44,-0.16,1
96.2,12.971,2.3182,0,-6.44,-0.16,1
99.2,12.971,2.3182,0,-6.44,-0.16,1
102.2,12.971,2.3182,0,-6.44,-0.16,1
105.2,12.971,2.3182,0,-6.44,-0.16,1
108.2,12.971,2.3182,0,-6.44,-0.16,1
111.2,12.971,2.3182,0,-6.44,-0.16,1
114.2,12.971,2.3182,0,-6.44,-0.16,1
117.2,12.971,2.3182,0,-6.44,-0.16,1
120.2,14.823,1.0567,0,2,0.36,1
123.2,11.876,2.4821,0,3.52,-0.08,1
126.2,9.6018,1.3357,0,3.68,-0.24,1
129.2,9.0845,0.48462,0,1.68,1,1
132.2,8.9383,0.85723,0,1.68,0.04,1
135.2,8.6457,0.83786,0,0.8,-0.4,1
138.2,8.8652,0.74402,0,0.8,-0.36,1
141.2,8.8652,0.74402,0,1.44,0.8,1
144.2,8.9347,1.0422,0,1.2,-0.2,1
147.2,9.1354,0.64374,0,1.2,-0.12,1
150.2,9.1242,0.67411,0,1.64,0.64,1
153.2,9.1142,0.68792,0,1.64,-0.56,1
156.2,9.1142,0.68792,0,1.64,0.64,1
159.2,8.8883,1.122,0,1.64,0.08,0
162.2,9.2496,0.74449,0,0.84,-0.28,1
165.2,9.2496,0.74449,0,0.88,0.12,1
168.2,9.1413,0.65638,0,1.36,0.52,1
171.2,9.1413,0.65638,0,1.48,0.32,1
174.2,9.1413,0.65638,0,1.6,0.2,1
177.2,9.228,0.71486,4.4409e-16,1.44,0.2,1
180.2,9.0464,0.82661,0,1.24,-0.8,1
183.2,9.0464,0.82661,0,1.32,-0.8,1
186.2,9.0464,0.82661,0,1.28,-0.44,1
189.2,8.7632,0.85592,0,1.44,0.72,1
