0.2,9.2006,0.43485,0,7.52,-6.84,1
3.2,9.2006,0.43485,0,8.68,-6.4,1
6.2,9.6361,0.54497,4.4409e-16,8.48,-7,1
9.2,9.3844,1.9065,0,7.76,-7.08,1
12.2,8.9459,2.5048,0,9.08,-6.4,1
15.2,9.1606,2.5239,0,10.68,-6.4,1
18.2,10.152,2.6949,0,5.84,0.04,1
21.2,10.891,2.0442,-4.4409e-16,7.68,-5.4,1
24.2,9.6402,3.2995,0,4.28,0.4,1
27.2,9.6655,2.1891,0,9.88,-5.6,1
30.2,8.8489,1.7772,0,11.24,-6.56,0
33.2,9.1345,2.0723,0,10.68,-6,1
36.2,9.0588,2.2389,0,10.28,-6,1
39.2,9.0143,2.2178,0,10.28,-6,1
42.2,8.3713,1.7302,0,10.28,-6.4,0
45.2,9.1078,2.1906,0,10.8,-6.12,1
48.2,9.1078,2.1906,0,10.88,-6.6,1
51.2,9.1877,2.3154,0,9.88,-6.8,1
54.2,8.9903,2.5125,0,10.36,-6.08,1
57.2,9.2605,2.5095,0,10.56,-6.68,1
60.2,8.8167,2.3588,0,10.88,-6.6,1
63.2,8.9684,2.0414,0,9.88,-5.6,1
66.2,9.0007,2.1977,0,10.28,-1.1102e-16,1
69.2,8.903,2.4008,0,10.68,-2.2204e-16,1
72.2,8.9292,2.3004,0,10.88,-0.2,1
75.2,9.2546,2.4005,0,10.28,-2.2204e-16,1
78.2,8.8098,2.4303,0,10.48,-0.2,1
81.2,8.5155,1.6551,0,10.48,-0.2,0
84.2,8.9412,2.2419,0,10.28,-0.4,0
87.2,9.0503,2.4924,0,11.2,-0.52,1
90.2,9.6074,2.7089,4.4409e-16,12.68,1.1102e-16,1
93.2,10.555,2.3376,0,16.68,3.3307e-16,1
96.2,9.8941,1.1717,0,9.08,1.1102e-16,1
99.2,9.8941,1.1717,0,9.08,1.1102e-16,1
102.2,9.9613,1.328,0,9.08,1.1102e-16,1
105.2,9.9613,1.328,0,9.08,-0.8,1
108.2,9.9613,1.328,0,9.48,-1.1102e-16,1
111.2,9.3427,1.7478,0,10.28,-1.1102e-16,1
114.2,9.168,2.0406,0,10.68,-1.1102e-16,1
117.2,9.2323,2.0538,0,10.28,-1.1102e-16,0
120.2,8.7267,1.7555,0,10.28,-1.1102e-16,0
123.2,8.9549,2.1609,0,11.08,0.4,1
126.2,9.1722,2.2054,0,10.68,1.1102e-16,1
129.2,9.1722,2.2054,0,10.28,1.1102e-16,1
132.2,9.1722,2.2054,0,10.28,1.1102e-16,1
135.2,9.1722,2.2054,0,11.48,1.1102e-16,1
138.2,9.1722,2.2054,0,11.08,-0.8,1
141.2,9.1722,2.2054,0,11.48,-0.8,0
144.2,9.1722,2.2054,0,11.48,-0.8,1
147.2,9.1722,2.2054,0,11.48,-0.8,1
150.2,9.1722,2.2054,0,11.48,-0.8,1
153.2,9.1722,2.2054,0,11.08,-0.8,1
156.2,9.1722,2.2054,0,11.08,-0.8,1
159.2,9.1722,2.2054,0,11.08,-0.8,1
162.2,9.1722,2.2054,0,11.48,-0.8,1
165.2,9.1722,2.2054,0,11.08,1.1102e-16,1
168.2,9.1722,2.2054,0,11.88,1.1102e-16,1
171.2,9.1722,2.2054,0,11.88,1.1102e-16,1
174.2,9.1722,2.2054,0,11.88,1.1102e-16,1
177.2,9.1722,2.2054,0,11.08,-1.2,0
180.2,9.1722,2.2054,0,11.88,-1.2,1
183.2,9.1722,2.2054,0,12.28,-1.2,1
186.2,9.1722,2.2054,0,12.28,-1.2,1
189.2,9.1722,2.2054,0,12.28,-1.2,1
192.2,9.1722,2.2054,0,12.28,-1.2,1
195.2,10.285,1.8867,0,9.88,0.4,1
198.2,10.094,1.9296,0,9.88,0.4,1
201.2,10.094,1.9296,0,9.88,0.4,1
204.2,10.094,1.9296,0,9.88,1.1102e-16,1
207.2,10.279,1.8677,0,9.88,1.1102e-16,1
210.2,10.279,1.8677,0,9.88,1.1102e-16,1
