0.2,7.6534,2.8519,0,-11.32,-0.24,1
3.2,7.6496,2.8572,0,-11.32,-0.12,1
6.2,7.6496,2.8572,0,-12.12,-1.44,1
9.2,7.6496,2.8572,0,-11.56,-0.48,1
12.2,7.6496,2.8572,0,-11.48,-0.16,1
15.2,7.6496,2.8572,0,-11.36,-0.12,1
18.2,7.6496,2.8572,0,-11.48,-0.36,1
21.2,7.5298,2.8791,0,-11.16,-0.08,1
24.2,7.3259,4.8287,0,-12.76,-0.08,1
27.2,7.3259,4.8287,0,-12.76,-0.08,1
30.2,7.3259,4.8287,0,-12.76,-0.08,1
33.2,7.3259,4.8287,0,-12.76,-0.08,1
36.2,7.3259,4.8287,0,-12.76,-0.08,1
39.2,7.2462,4.852,0,-13.56,-0.16,1
42.2,7.1285,3.0675,0,-12.16,-0.16,1
45.2,6.7792,3.6658,0,-10.96,-0.56,1
48.2,7.4222,4.7594,0,-12.56,-0.04,1
51.2,7.4222,4.7594,0,-12.56,-0.04,1
54.2,7.4222,4.7594,0,-12.56,-0.04,1
57.2,7.4222,4.7594,0,-12.56,-0.12,1
60.2,7.4222,4.7594,0,-12.56,-0.12,1
63.2,7.4222,4.7594,0,-12.6,-0.36,1
66.2,7.4222,4.7594,0,-12.6,-0.08,1
69.2,7.4222,4.7594,0,-12.6,-0.08,1
72.2,7.4222,4.7594,0,-12.72,-0.12,1
75.2,7.4222,4.7594,0,-12.6,-0.08,1
78.2,7.4222,4.7594,0,-12.6,-0.16,1
81.2,7.4993,4.5099,0,-12.72,-0.16,1
84.2,7.4993,4.5099,0,-12.24,-0.44,1
87.2,7.4042,4.647,0,-12.56,-0.08,1
90.2,7.2494,4.6032,0,-12.56,-0.2,1
93.2,7.2494,4.6032,0,-12.56,-0.28,1
96.2,7.2494,4.6032,0,-12.56,-0.2,1
99.2,7.2195,4.3931,0,-12.56,-0.2,1
102.2,7.2195,4.3931,0,-12.56,-0.12,1
105.2,7.1534,4.3655,0,-12.56,-0.12,1
108.2,7.1684,4.3243,0,-12.56,-0.12,1
111.2,7.1684,4.3243,0,-12.56,-0.12,1
114.2,7.1684,4.3243,0,-12.56,-0.12,1
117.2,7.1684,4.3243,0,-12.44,-0.12,1
120.2,7.1684,4.3243,0,-12.48,-0.12,1
123.2,7.1684,4.3243,0,-12.48,-0.12,1
126.2,7.1684,4.3243,0,-12.48,-0.12,1
129.2,7.1684,4.3243,0,-12.48,-0.12,1
132.2,7.1684,4.3243,0,-12.48,-0.12,1
135.2,7.0157,4.2312,0,-13.64,0.24,1
138.2,7.0555,4.1939,0,-13.24,0.4,1
141.2,7.0555,4.1939,0,-13.24,0.68,1
144.2,7.0555,4.1939,0,-13.24,0.44,1
147.2,6.7177,3.1051,0,-14.04,0.44,1
150.2,7.2257,1.13,0,-12.04,0.44,1
153.2,7.2307,1.1664,0,-12.28,0.04,1
156.2,7.1677,1.1801,0,-11.84,-0.08,1
159.2,7.169,1.1699,0,-12.44,-0.08,1
162.2,6.4656,3.8001,0,-11.28,-0.32,1
165.2,7.3607,4.4438,0,-12.56,-0.12,1
168.2,7.3607,4.4438,0,-12.56,-0.12,1
171.2,7.3607,4.4438,0,-12.64,-0.12,1
174.2,7.3607,4.4438,0,-12.56,-0.04,1
