0.2,8.1833,5.8558,0,-6.56,0.36,1
3.2,8.3019,5.969,0,-7.2,-0.16,1
6.2,7.9674,5.8079,0,-7.68,-0.04,1
9.2,7.9795,5.7732,0,-6.96,0.36,1
12.2,8.0086,5.7371,0,-6.44,0.36,1
15.2,8.0086,5.7371,0,-6.64,-0.04,1
18.2,8.0086,5.7371,0,-6.64,-0.04,1
21.2,8.008,5.7477,0,-6.76,-0.04,1
24.2,8.0884,5.7354,0,-6.72,-0.84,1
27.2,8.0109,5.7051,0,-6.72,-0.44,1
30.2,8.0109,5.7051,0,-6.72,-0.04,1
33.2,8.0109,5.7051,0,-6.52,-0.04,1
36.2,8.0109,5.7051,0,-6.52,-0.04,1
39.2,8.06,5.7609,0,-7,-0.04,1
42.2,8.0813,5.839,0,-6.4,-0.44,1
45.2,8.0285,5.7097,0,-7.32,-0.44,1
48.2,8.0851,5.778,0,-6.92,-0.04,1
51.2,8.0799,5.8601,0,-6.28,-0.44,1
54.2,8.0799,5.8601,0,-6.28,-0.84,1
57.2,8.0344,5.8624,-4.4409e-16,-7.68,-0.04,1
60.2,7.6792,5.7209,0,-7.08,0.36,1
63.2,8.6709,5.524,0,-8.16,0.36,1
66.2,9.2099,2.8253,0,-8.56,-0.04,1
69.2,9.186,4.1954,0,-11.12,-0.44,1
72.2,9.089,4.509,0,-11.44,-0.44,1
75.2,9.0633,4.6578,0,-8.76,0.44,1
78.2,8.422,5.2725,0,-8.96,0.36,1
81.2,8.3215,5.8007,0,-8,0.08,1
84.2,8.0571,5.8033,0,-9.04,-1.5266e-16,1
87.2,8.0505,5.8988,0,-8.84,-0.4,1
90.2,8.0505,5.8988,0,-8.84,-0.4,1
93.2,8.2676,5.8834,0,-9.92,0.4,1
96.2,8.1985,6.0083,0,-8.8,-0.4,1
99.2,8.1985,6.0083,0,-8.8,-0.4,1
102.2,8.164,5.8042,0,-10.64,-0.4,1
105.2,8.2523,5.5876,0,-6.08,1.1102e-16,1
